candidate_approval_number,discipline_root,approval_year,project_type_contexts,discipline_scope_contexts,priority,context_risk,max_segment_density,existence_status,evidence_level,crossref_strict_http_status,crossref_fallback_http_status,openalex_award_http_statuses,openalex_work_http_statuses,exact_web_query,funding_web_query,institution_site_query,next_action,source_errors,warning
50172009,E,2001,general,E02,P2,false,0.952381,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50172009""","""50172009"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50172009""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50501011,E,2005,youth_c,E01,P3,false,0.916667,award_number_only,D_award_only,200,200,200,200,"""50501011""","""50501011"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50501011""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50574021,E,2005,general,E04,P3,false,0.882883,award_number_only,D_award_only,200,200,200,200,"""50574021""","""50574021"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50574021""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50471103,E,2004,general,E01,P3,false,0.945455,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50471103""","""50471103"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50471103""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50471104,E,2004,general,E01,P3,false,0.945455,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50471104""","""50471104"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50471104""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50471105,E,2004,general,E01,P3,false,0.945455,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50471105""","""50471105"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50471105""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50471106,E,2004,general,E01,P3,false,0.945455,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50471106""","""50471106"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50471106""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50471107,E,2004,general,E01,P3,false,0.945455,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50471107""","""50471107"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50471107""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50371049,E,2003,general,E01,P3,false,0.943396,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50371049""","""50371049"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50371049""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50371053,E,2003,general,E01,P3,false,0.943396,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50371053""","""50371053"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50371053""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50371073,E,2003,general,E01,P3,false,0.943396,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50371073""","""50371073"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50371073""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50371074,E,2003,general,E01,P3,false,0.943396,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50371074""","""50371074"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50371074""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50371094,E,2003,general,E01,P3,false,0.943396,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50371094""","""50371094"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50371094""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50106005,E,2001,youth_c,E06,P3,false,0.941176,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50106005""","""50106005"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50106005""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
59601003,E,1996,youth_c,E01,P3,false,0.928571,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""59601003""","""59601003"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""59601003""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50176006,E,2001,general,E06,P3,false,0.928571,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50176006""","""50176006"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50176006""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50176014,E,2001,general,E06,P3,false,0.928571,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50176014""","""50176014"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50176014""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50176037,E,2001,general,E06,P3,false,0.928571,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50176037""","""50176037"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50176037""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50176052,E,2001,general,E06,P3,false,0.928571,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50176052""","""50176052"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50176052""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50171004,E,2001,general,E01,P3,false,0.924051,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50171004""","""50171004"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50171004""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50171007,E,2001,general,E01,P3,false,0.924051,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50171007""","""50171007"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50171007""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50171014,E,2001,general,E01,P3,false,0.924051,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50171014""","""50171014"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50171014""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50171038,E,2001,general,E01,P3,false,0.924051,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50171038""","""50171038"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50171038""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50171040,E,2001,general,E01,P3,false,0.924051,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50171040""","""50171040"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50171040""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50171053,E,2001,general,E01,P3,false,0.924051,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50171053""","""50171053"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50171053""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
59701004,E,1997,youth_c,E01,P3,false,0.923077,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""59701004""","""59701004"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""59701004""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
59706006,E,1997,youth_c,E06,P3,false,0.916667,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""59706006""","""59706006"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""59706006""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50101002,E,2001,youth_c,E01,P3,false,0.916667,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50101002""","""50101002"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50101002""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50501013,E,2005,youth_c,E01,P3,false,0.916667,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50501013""","""50501013"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50501013""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
59502006,E,1995,youth_c,E02,P3,false,0.900000,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""59502006""","""59502006"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""59502006""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50574014,E,2005,general,E04,P3,false,0.882883,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50574014""","""50574014"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50574014""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50574018,E,2005,general,E04,P3,false,0.882883,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50574018""","""50574018"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50574018""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50574019,E,2005,general,E04,P3,false,0.882883,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50574019""","""50574019"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50574019""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50574035,E,2005,general,E04,P3,false,0.882883,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50574035""","""50574035"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50574035""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50574057,E,2005,general,E04,P3,false,0.882883,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50574057""","""50574057"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50574057""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50574066,E,2005,general,E04,P3,false,0.882883,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50574066""","""50574066"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50574066""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50574067,E,2005,general,E04,P3,false,0.882883,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50574067""","""50574067"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50574067""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50574077,E,2005,general,E04,P3,false,0.882883,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50574077""","""50574077"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50574077""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50574085,E,2005,general,E04,P3,false,0.882883,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50574085""","""50574085"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50574085""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50574110,E,2005,general,E04,P3,false,0.882883,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50574110""","""50574110"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50574110""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
59507003,E,1995,youth_c,E07,P3,false,0.857143,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""59507003""","""59507003"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""59507003""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
59806002,E,1998,youth_c,E06,P3,false,0.857143,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""59806002""","""59806002"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""59806002""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
59806004,E,1998,youth_c,E06,P3,false,0.857143,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""59806004""","""59806004"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""59806004""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
59807003,E,1998,youth_c,E07,P3,false,0.857143,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""59807003""","""59807003"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""59807003""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20007002,B,2000,youth_c,B06,P3,false,0.833333,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""20007002""","""20007002"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20007002""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50474013,E,2004,general,E04,P3,false,0.829787,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50474013""","""50474013"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50474013""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50474023,E,2004,general,E04,P3,false,0.829787,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50474023""","""50474023"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50474023""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50474026,E,2004,general,E04,P3,false,0.829787,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50474026""","""50474026"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50474026""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50474028,E,2004,general,E04,P3,false,0.829787,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50474028""","""50474028"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50474028""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50474055,E,2004,general,E04,P3,false,0.829787,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50474055""","""50474055"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50474055""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50474073,E,2004,general,E04,P3,false,0.829787,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50474073""","""50474073"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50474073""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50474074,E,2004,general,E04,P3,false,0.829787,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50474074""","""50474074"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50474074""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50474082,E,2004,general,E04,P3,false,0.829787,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50474082""","""50474082"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50474082""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50474083,E,2004,general,E04,P3,false,0.829787,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50474083""","""50474083"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50474083""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50474084,E,2004,general,E04,P3,false,0.829787,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50474084""","""50474084"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50474084""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50474086,E,2004,general,E04,P3,false,0.829787,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50474086""","""50474086"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50474086""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50474087,E,2004,general,E04,P3,false,0.829787,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50474087""","""50474087"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50474087""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50474088,E,2004,general,E04,P3,false,0.829787,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50474088""","""50474088"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50474088""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50474089,E,2004,general,E04,P3,false,0.829787,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50474089""","""50474089"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50474089""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50474090,E,2004,general,E04,P3,false,0.829787,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""50474090""","""50474090"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50474090""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
29605002,B,1996,youth_c,B04,P3,false,0.800000,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""29605002""","""29605002"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""29605002""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20875104,B,2008,general,B04,P3,true,0.952381,award_number_only,D_award_only,200,200,200,200,"""20875104""","""20875104"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20875104""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20175013,B,2001,general,B04,P3,true,0.948718,award_number_only,D_award_only,200,200,200,200,"""20175013""","""20175013"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20175013""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20975081,B,2009,general,B04,P3,true,0.939655,award_number_only,D_award_only,200,,200,200,"""20975081""","""20975081"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20975081""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20075021,B,2000,general,B04,P3,true,0.885714,award_number_only,D_award_only,200,200,200,200,"""20075021""","""20075021"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20075021""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50968005,E,2009,regional,E08,P3,true,0.882353,award_number_only,D_award_only,200,,200,200,"""50968005""","""50968005"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50968005""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20001007,B,2000,youth_c,B01,P3,true,0.875000,award_number_only,D_award_only,200,200,200,200,"""20001007""","""20001007"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20001007""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20401007,B,2004,youth_c,B01,P3,true,0.857143,award_number_only,D_award_only,200,200,200,200,"""20401007""","""20401007"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20401007""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51469026,E,2014,regional,E09,P3,true,0.857143,award_number_only,D_award_only,200,200,200,200,"""51469026""","""51469026"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51469026""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20202005,B,2002,youth_c,B01,P3,true,0.846154,award_number_only,D_award_only,200,200,200,200,"""20202005""","""20202005"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20202005""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20202008,B,2002,youth_c,B01,P3,true,0.846154,award_number_only,D_award_only,200,200,200,200,"""20202008""","""20202008"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20202008""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20261006,B,2002,regional,B01,P3,true,0.833333,award_number_only,D_award_only,200,200,200,200,"""20261006""","""20261006"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20261006""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51348010,E,2013,special,E10,P3,true,0.833333,award_number_only,D_award_only,200,,200,200,"""51348010""","""51348010"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51348010""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20106002,B,2001,youth_c,B08,P3,true,0.812500,award_number_only,D_award_only,200,200,200,200,"""20106002""","""20106002"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20106002""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20106004,B,2001,youth_c,B08,P3,true,0.812500,award_number_only,D_award_only,200,200,200,200,"""20106004""","""20106004"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20106004""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50078051,E,2000,general,E08,P3,true,0.800000,award_number_only,D_award_only,200,200,200,200,"""50078051""","""50078051"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50078051""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20103005,B,2001,youth_c,B03,P3,true,0.800000,award_number_only,D_award_only,200,200,200,200,"""20103005""","""20103005"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20103005""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20103006,B,2001,youth_c,B03,P3,true,0.800000,award_number_only,D_award_only,200,200,200,200,"""20103006""","""20103006"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20103006""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21406149,B,2014,youth_c,B08,P3,true,0.996350,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""21406149""","""21406149"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21406149""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21806072,B,2018,youth_c,B06,P3,true,0.994845,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""21806072""","""21806072"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21806072""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21106149,B,2011,youth_c,B08,P3,true,0.994764,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""21106149""","""21106149"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21106149""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21707172,B,2017,youth_c,B06,P3,true,0.994350,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""21707172""","""21707172"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21707172""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21507158,B,2015,youth_c,B06,P3,true,0.994118,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""21507158""","""21507158"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21507158""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
52101055,E,2021,youth_c,E01,P3,true,0.993220,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""52101055""","""52101055"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""52101055""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21877041,B,2018,general,B07,P3,true,0.992537,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""21877041""","""21877041"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21877041""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21506092,B,2015,youth_c,B08,P3,true,0.992308,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""21506092""","""21506092"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21506092""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21873064,B,2018,general,B03,P3,true,0.991379,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""21873064""","""21873064"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21873064""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
59375233,E,1993,general,E05,P3,true,0.988889,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""59375233""","""59375233"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""59375233""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20776012,B,2007,general,B08,P3,true,0.987879,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""20776012""","""20776012"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20776012""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20776027,B,2007,general,B08,P3,true,0.987879,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""20776027""","""20776027"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20776027""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21207072,B,2012,youth_c,B06,P3,true,0.987879,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""21207072""","""21207072"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21207072""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21803068,B,2018,youth_c,B03,P3,true,0.987654,no_match_all_sources,E_negative_probe_only,200,200,200,200,"""21803068""","""21803068"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21803068""",exact_web_and_institution_search,,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
