discipline_root,discipline_scope,approval_year,project_type,completed_layer_sample_count,rule_coverage_status,rule_confidence,anchor_collection_priority,required_next_evidence,warning
B,B05_legacy_material_energy,2000,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B05_legacy_material_energy,2000,key,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B05_legacy_material_energy,2000,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B05_legacy_material_energy,2000,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B05_legacy_material_energy,2000,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B05_legacy_material_energy,2000,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B05_legacy_material_energy,2000,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B05_legacy_material_energy,2000,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B01,2001,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B01,2001,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B01,2001,key,7,historical_transition,medium,P1,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B01,2001,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B01,2001,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B01,2001,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B01,2001,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B01,2001,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B01,2001,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B02,2001,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B02,2001,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B02,2001,key,2,shared_number_space,low,P1,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B02,2001,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B02,2001,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B02,2001,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B02,2001,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B02,2001,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B02,2001,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B03,2001,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B03,2001,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B03,2001,key,2,shared_number_space,low,P1,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B03,2001,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B03,2001,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B03,2001,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B03,2001,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B03,2001,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B03,2001,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B04,2001,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B04,2001,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B04,2001,key,1,partial,low,P1,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B04,2001,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B04,2001,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B04,2001,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B04,2001,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B04,2001,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B04,2001,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B05,2001,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B05,2001,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B05,2001,key,2,partial,low,P1,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B05,2001,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B05,2001,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B05,2001,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B05,2001,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B05,2001,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B05,2001,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B06,2001,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B06,2001,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B06,2001,key,1,partial,low,P1,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B06,2001,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B06,2001,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B06,2001,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B06,2001,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B06,2001,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B06,2001,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B07,2001,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B07,2001,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B07,2001,key,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B07,2001,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B07,2001,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B07,2001,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B07,2001,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B07,2001,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B07,2001,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B08,2001,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B08,2001,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B08,2001,key,2,partial,low,P1,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B08,2001,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B08,2001,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B08,2001,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B08,2001,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B08,2001,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B08,2001,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B09,2001,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B09,2001,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B09,2001,key,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B09,2001,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B09,2001,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B09,2001,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B09,2001,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B09,2001,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B09,2001,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B05_legacy_material_energy,2001,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B05_legacy_material_energy,2001,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B05_legacy_material_energy,2001,key,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B05_legacy_material_energy,2001,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B05_legacy_material_energy,2001,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B05_legacy_material_energy,2001,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B05_legacy_material_energy,2001,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B05_legacy_material_energy,2001,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B05_legacy_material_energy,2001,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B01,2002,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B01,2002,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B01,2002,key,3,shared_number_space,low,P1,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B01,2002,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B01,2002,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B01,2002,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B01,2002,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B01,2002,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B01,2002,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B02,2002,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B02,2002,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B02,2002,key,2,shared_number_space,low,P1,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B02,2002,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B02,2002,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B02,2002,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B02,2002,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B02,2002,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B02,2002,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B03,2002,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B03,2002,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B03,2002,key,5,historical_transition,medium,P1,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B03,2002,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B03,2002,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B03,2002,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B03,2002,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B03,2002,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B03,2002,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B04,2002,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B04,2002,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B04,2002,key,1,shared_number_space,low,P1,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B04,2002,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B04,2002,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B04,2002,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B04,2002,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B04,2002,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B04,2002,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B05,2002,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B05,2002,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B05,2002,key,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B05,2002,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B05,2002,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B05,2002,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B05,2002,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B05,2002,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B05,2002,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B06,2002,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B06,2002,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B06,2002,key,1,partial,low,P1,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B06,2002,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B06,2002,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B06,2002,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B06,2002,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B06,2002,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B06,2002,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B07,2002,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B07,2002,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B07,2002,key,1,shared_number_space,low,P1,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B07,2002,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B07,2002,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B07,2002,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B07,2002,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B07,2002,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B07,2002,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B08,2002,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B08,2002,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B08,2002,key,4,partial,low,P1,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B08,2002,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B08,2002,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B08,2002,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B08,2002,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B08,2002,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B08,2002,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B09,2002,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B09,2002,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B09,2002,key,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B09,2002,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B09,2002,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B09,2002,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B09,2002,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B09,2002,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B09,2002,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B05_legacy_material_energy,2002,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B05_legacy_material_energy,2002,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B05_legacy_material_energy,2002,key,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B05_legacy_material_energy,2002,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B05_legacy_material_energy,2002,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B05_legacy_material_energy,2002,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B05_legacy_material_energy,2002,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B05_legacy_material_energy,2002,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B05_legacy_material_energy,2002,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B01,2003,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B01,2003,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B01,2003,key,4,historical_transition,low,P1,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B01,2003,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B01,2003,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B01,2003,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B01,2003,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B01,2003,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B01,2003,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B02,2003,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B02,2003,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B02,2003,key,2,shared_number_space,low,P1,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B02,2003,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B02,2003,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B02,2003,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B02,2003,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B02,2003,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B02,2003,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B03,2003,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B03,2003,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B03,2003,key,8,historical_transition,medium,P1,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B03,2003,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B03,2003,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B03,2003,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B03,2003,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B03,2003,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B03,2003,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B04,2003,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B04,2003,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B04,2003,key,4,partial,low,P1,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B04,2003,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B04,2003,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B04,2003,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B04,2003,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B04,2003,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B04,2003,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B05,2003,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B05,2003,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B05,2003,key,2,historical_transition,low,P1,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B05,2003,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B05,2003,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B05,2003,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B05,2003,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B05,2003,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B05,2003,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B06,2003,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B06,2003,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B06,2003,key,2,partial,low,P1,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B06,2003,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
B,B06,2003,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
